precision,recall,f1-score,support
0.2062780269058296,0.6509433962264151,0.3132803632236095,212.0
0.3148148148148148,0.06017699115044248,0.10104011887072809,565.0
0.22136422136422138,0.22136422136422138,0.22136422136422138,0.22136422136422138
0.2605464208603222,0.3555601936884288,0.2071602410471688,777.0
0.2852011738409347,0.22136422136422138,0.1589486540094808,777.0
